4.5316,13.561,1
8.1112,13.93,1
15.563,4.8348,1
14.763,20.585,1
14.326,25.614,1
21.059,20.946,1
2.5685,20.142,1
10.407,20.446,1
8.867,21.856,1
5.6893,20.221,1
8.1481,20.026,1
3.7975,18.857,1
5.9268,13.711,1
1.5139,18.312,1
3.6105,25.32,1
2.1454,25.124,1
11.61,19.529,1
8.832,34.249,1
7.49,19.581,1
15.881,14.233,1
9.3601,16.82,1
17.329,13.465,1
10.545,20.213,1
11.244,19.986,1
11.108,14.701,1
8.6462,11.118,1
8.1261,22.671,1
10.483,15.254,1
14.037,14.614,1
1.399,24.808,1
3.9352,16.961,1
13.485,11.459,1
7.5261,16.949,1
7.6303,18.887,1
-11.243,15.892,1
12.404,24.786,1
19.435,12.786,1
2.8237,13.493,1
7.1931,26.258,1
11.707,22.121,1
10.101,20.069,1
5.6302,21.696,1
3.2745,24.749,1
4.5341,13.437,1
2.8381,14.191,1
7.1395,18.322,1
5.1776,10.739,1
3.4898,12.426,1
14.072,14.424,1
16.205,19.112,1
8.6476,23.162,1
7.042,18.58,1
16.131,15.985,1
15.35,26.011,1
3.4499,29.008,1
15.807,23.819,1
8.8611,19.631,1
12.401,22.326,1
21.798,16.23,1
8.5439,23.913,1
12.677,14.748,1
7.0465,20.58,1
15.981,21.133,1
21.296,18.504,1
10.628,18.125,1
7.6333,23.796,1
10.366,14.625,1
14.772,18.273,1
4.1344,23.505,1
2.6352,14.224,1
9.6036,16.803,1
12.662,7.8091,1
10.757,16.219,1
22.318,23.348,1
5.8806,18.033,1
9.176,28.516,1
7.0217,23.327,1
10.194,20.626,1
5.4556,20.151,1
10.098,24.305,1
17.622,26.409,1
12.185,22.61,1
8.998,19.324,1
9.8571,19.408,1
11.793,23.678,1
12.539,25.997,1
12.231,14.388,1
9.9883,18.065,1
16.029,24.463,1
1.1726,15.449,1
4.6175,20.852,1
11.184,23.826,1
15.976,20.549,1
11.711,12.234,1
7.3859,19.449,1
13.588,23.703,1
7.2428,11.253,1
8.2123,19.579,1
6.7322,22.245,1
8.6852,15.744,1
13.232,18.369,1
22.111,28.381,1
6.0805,23.372,1
11.483,14.108,1
11.144,19.423,1
9.9373,17.877,1
13.702,20.992,1
8.5489,17.544,1
15.32,21.664,1
7.8352,34.654,1
22.214,24.164,1
9.6819,10.151,1
18.482,19.772,1
11.583,14.15,1
13.935,23.231,1
9.9086,24.021,1
7.6618,20.392,1
10.015,29.164,1
11.985,24.493,1
16.949,13.613,1
15.418,22.066,1
13.713,16.942,1
14.478,26.076,1
11.389,24.53,1
5.2898,22.738,1
12.909,8.6746,1
21.208,24.977,1
9.5038,21.288,1
6.8867,23.871,1
6.0548,17.073,1
8.3003,10.194,1
11.153,15.502,1
5.0192,22.397,1
14.659,25.745,1
7.0636,27.156,1
8.8846,21.163,1
3.4372,32.024,1
22.241,16.411,1
13.963,7.7881,1
11.046,24.752,1
10.37,19.762,1
5.1484,17.467,1
7.3548,20.873,1
24.441,14.193,1
0.37706,23.891,1
9.3276,28.029,1
13.25,15.146,1
3.1219,23.609,1
14.922,16.708,1
12.552,24.451,1
5.604,18.238,1
13.768,22.153,1
5.6199,23.142,1
14.776,24.01,1
3.3758,17.968,1
9.7272,23.537,1
13.276,19.696,1
10.177,21.017,1
12.495,23.264,1
2.4521,13.483,1
12.271,20.14,1
17.9,20.669,1
5.0212,20.537,1
7.0109,15.424,1
0.015337,22.126,1
10.654,20.868,1
5.5966,19.439,1
5.3399,19.412,1
14.841,14.415,1
11.446,23.033,1
20.135,10.932,1
16.767,27.013,1
6.3865,28.111,1
10.07,15.216,1
6.2849,19.271,1
21.566,12.496,1
5.5023,16.102,1
16.377,17.876,1
6.1669,17.895,1
-0.35017,21.266,1
5.079,19.279,1
9.9534,9.0739,1
10.604,18.736,1
10.702,20.857,1
4.9254,24.755,1
4.4328,17.763,1
14.385,21.326,1
5.7419,18.042,1
17.749,20.604,1
2.8248,23.468,1
4.0651,20.871,1
7.7598,18.038,1
10.276,19.36,1
18.086,8.5404,1
7.8654,15.41,1
1.6329,15.659,1
6.1069,17.752,1
12.19,13.79,1
8.8631,16.542,1
12.892,28.233,1
16.128,9.3093,-1
22.774,5.1828,-1
25.629,10.651,-1
21.31,8.6152,-1
20.658,10.296,-1
18.395,10.146,-1
25.642,13.347,-1
23.334,8.6328,-1
16.774,12.813,-1
19.376,8.8903,-1
20.642,11.865,-1
18.784,9.592,-1
16.535,12.784,-1
25.242,9.5675,-1
16.659,9.3775,-1
20.794,12.145,-1
15.289,9.5078,-1
13.744,8.9295,-1
23.932,6.3236,-1
19.5,8.9709,-1
19.297,9.7082,-1
22.755,5.3528,-1
16.864,12.29,-1
17.092,7.9178,-1
18.143,9.0743,-1
25.503,5.7522,-1
13.705,15.647,-1
22.086,6.9915,-1
21.746,-0.27305,-1
22.749,15.655,-1
22.524,14.181,-1
25.178,7.4038,-1
15.418,10.246,-1
25.68,10.81,-1
18.435,10.138,-1
20.682,7.4661,-1
19.51,12.532,-1
18.326,8.6196,-1
16.017,13.601,-1
21.829,3.6603,-1
23.653,6.2868,-1
23.139,11.039,-1
23.436,6.6333,-1
20.116,8.6908,-1
19.535,6.3484,-1
19.939,13.092,-1
19.468,12.322,-1
19.487,9.2105,-1
19.974,9.6487,-1
21.765,9.8378,-1
20.002,10.536,-1
20.474,9.8528,-1
23.458,10.274,-1
24.923,11.016,-1
20.23,13.748,-1
19.026,3.9548,-1
26.645,15.931,-1
26.351,11.061,-1
15.755,7.1427,-1
14.622,3.6811,-1
22.669,7.1635,-1
23.275,8.2679,-1
21.739,13.191,-1
20.845,12.92,-1
21.501,5.6791,-1
23.052,11.61,-1
19.37,9.4252,-1
23.251,8.9794,-1
16.35,14.052,-1
16.475,13.377,-1
20.312,12.089,-1
24.653,16.091,-1
18.577,10.305,-1
20.906,7.7353,-1
18.746,7.6671,-1
19.529,7.8653,-1
26.215,5.4116,-1
19.625,8.5853,-1
19.699,8.1708,-1
23.588,12.616,-1
20.835,9.7085,-1
27.059,7.5962,-1
